Trabajos,CantEnMaquina,Ticks,Resultado,Caso
63,32,0.008145,17529152,Random
952,474,4.81326,280321374,Random+4
248,114,0.137352,74920746,Random
540,276,1.01582,-1678524997,Random+4
754,372,2.71108,218349179,Random
156,75,0.057185,47723990,Random
800,386,3.06629,237859920,Random+4
727,356,2.28556,-90378120,Random+4
495,246,0.836976,147336640,Random
164,84,0.059403,46366493,Random
32,20,0.002202,9424760,Random
106,61,0.024631,29259713,Random
520,255,0.847721,158761828,Random+4
273,148,0.190252,80628074,Random+4
640,309,1.75175,200688829,Random+4
513,271,1.12443,154722826,Random+4
853,426,3.591,235857246,Random
263,126,0.182317,74242082,Random
222,106,0.128081,60791965,Random
989,498,4.92492,415158037,Random+4
471,239,0.87908,136678442,Random
147,79,0.048312,40253879,Random
600,276,1.46877,47187811,Random+4
874,445,3.47929,272741148,Random+4
961,498,4.90314,280704505,Random
816,431,3.66121,245956686,Random+4
58,29,0.007633,1522293806,Random+4
192,102,0.086309,56623848,Random
124,59,0.03519,-445354162,Random+4
194,109,0.086563,61100315,Random
247,123,0.144266,73810804,Random
67,35,0.00992,23561785,Random
335,152,0.355442,-769404902,Random+4
491,250,0.847487,139267074,Random
935,474,4.6089,278877781,Random+4
362,177,0.368849,108005733,Random
437,202,0.604277,131906603,Random+4
318,170,0.308257,89437475,Random+4
742,379,2.23284,1397421622,Random+4
1,1,3.1e-05,100610660,Random+4
180,91,0.078239,875555423,Random+4
680,336,2.01889,205298262,Random+4
356,171,0.45011,108872401,Random+4
26,18,0.001398,8812632,Random+4
706,227,2.44441,-2146874438,Random+4
962,486,4.46245,286854541,Random
726,372,2.1931,219420392,Random+4
31,15,0.002074,8084804,Random+4
175,87,0.072548,50260301,Random+4
200,108,0.099307,63869521,Random+4
648,335,1.6641,189632830,Random
787,384,2.87207,1625896242,Random+4
64,32,0.009026,2123324000,Random+4
514,255,0.919342,147800830,Random
559,275,1.32627,228142557,Random+4
756,396,2.41819,223238230,Random+4
206,100,0.089027,66637253,Random+4
116,54,0.027862,36419669,Random+4
521,263,0.911411,149846497,Random
634,320,1.63225,188751192,Random+4
143,77,0.046395,44238515,Random+4
662,331,1.76235,190827860,Random
294,149,0.252242,84964459,Random+4
229,115,0.128964,68766641,Random
559,281,1.19073,156166714,Random
612,318,1.56531,180798960,Random+4
989,477,5.23873,401574869,Random+4
181,79,0.086745,974392678,Random+4
697,337,2.1972,197276891,Random
46,22,0.004622,12064621,Random
676,337,2.15155,207166840,Random+4
482,241,0.89089,1095893888,Random+4
385,191,0.407306,118513961,Random+4
723,351,2.68476,220074896,Random+4
860,457,3.7511,235582839,Random
396,199,0.612653,116312838,Random+4
216,106,0.115478,61686424,Random
896,430,4.50457,-330947830,Random+4
129,61,0.039654,56338459,Random+4
632,294,1.73415,193190088,Random+4
471,236,0.932905,-9694307,Random+4
488,234,0.774096,153999012,Random+4
804,393,2.8568,238010811,Random
610,291,1.5207,180384562,Random
943,488,5.14476,83966891,Random+4
910,452,4.47055,270108391,Random+4
191,88,0.092588,1975079915,Random+4
396,202,0.507739,1057828322,Random+4
879,428,3.74248,247880995,Random
717,345,2.23023,218083881,Random+4
641,333,1.83739,-139692270,Random+4
473,236,0.702639,134878070,Random+4
166,95,0.063189,45851957,Random+4
102,46,0.021893,27763090,Random+4
955,475,4.49224,272387135,Random
294,142,0.246104,88278063,Random
191,96,0.084685,58915544,Random
250,127,0.162208,76286697,Random
10,4,0.00029,2883219,Random
892,441,4.40558,268384931,Random+4
978,489,5.53956,-694467043,Random+4
451,220,0.739248,135597157,Random+4
719,355,2.01224,211713985,Random
879,443,3.93248,-2046133583,Random+4
260,124,0.214516,309091943,Random+4
841,410,3.83889,254939847,Random+4
405,194,0.525014,1963706215,Random+4
111,57,0.026228,-1749273910,Random+4
393,197,0.514412,119482233,Random+4
151,78,0.049221,47983155,Random+4
928,472,4.15433,262540341,Random
216,112,0.107947,60160698,Random
402,208,0.459564,117505759,Random+4
541,259,0.982526,157075293,Random
749,349,2.58566,221669910,Random+4
150,72,0.053706,43683358,Random+4
877,212,3.70633,-2147415056,Random+4
534,254,1.08794,162613797,Random+4
805,400,2.81068,241749603,Random
697,356,2.04045,1186244200,Random+4
751,391,2.4459,224153287,Random
836,426,3.3459,254416603,Random+4
784,397,2.9873,224667894,Random
957,519,4.91966,1490694482,Random+4
39,21,0.002346,-380269971,Random+4
932,496,4.64133,286493081,Random+4
62,29,0.008012,21788758,Random+4
798,397,3.18067,232944052,Random
427,217,0.721072,122569899,Random
863,415,3.7689,659591915,Random+4
703,352,2.14319,209982032,Random+4
512,254,0.973237,153830868,Random+4
677,333,1.86201,-820430434,Random+4
438,208,0.67471,976800374,Random+4
260,140,0.162062,304122514,Random+4
841,426,3.2316,247700029,Random
10,7,0.000299,3735628,Random
465,227,0.848832,-610598913,Random+4
392,202,0.486067,112001349,Random
474,233,0.859515,135566457,Random
103,46,0.022119,30233696,Random
656,330,1.78591,1373631652,Random+4
927,460,4.08138,273622237,Random+4
58,26,0.006989,18595915,Random+4
461,231,0.751906,141548047,Random+4
91,41,0.017849,26353726,Random+4
695,364,2.11286,980725212,Random+4
947,476,4.39802,268933043,Random
139,81,0.044354,38061004,Random
584,290,1.51218,-1561076805,Random+4
539,278,1.14067,155067973,Random
981,466,4.95698,294588518,Random+4
899,429,4.17074,-33969002,Random+4
833,419,3.7838,247356013,Random+4
1000,504,5.71612,293967766,Random
407,213,0.60524,115792442,Random
299,152,0.276813,83473881,Random
142,71,0.046764,38640854,Random
693,336,2.17804,201002473,Random+4
59,27,0.007339,19407538,Random+4
94,41,0.018686,32234421,Random+4
426,209,0.648427,123310380,Random
241,118,0.148669,72976333,Random
997,483,5.29498,1207187360,Random+4
688,341,2.11603,196057650,Random
43,22,0.003934,14838162,Random
23,11,0.00117,6335568,Random
795,388,3.01827,243018610,Random+4
130,69,0.037938,41676465,Random+4
347,162,0.410184,107984759,Random+4
255,131,0.195259,75610318,Random+4
618,319,1.48575,178900420,Random
800,401,2.93506,-1368374422,Random+4
94,45,0.022875,837623148,Random+4
598,288,1.35518,180513607,Random
797,407,3.16575,-1664016968,Random+4
195,105,0.099632,-1920103300,Random+4
941,464,4.52955,291205063,Random+4
626,318,1.76226,189613262,Random+4
964,489,5.1064,277091667,Random
174,86,0.075462,50556196,Random
797,403,3.08013,-1669984687,Random+4
422,214,0.612083,-624046165,Random+4
545,263,1.09077,154934719,Random
483,241,0.827998,141136120,Random
898,464,3.7215,269488605,Random+4
444,208,0.761999,130502726,Random+4
507,250,1.14447,155325745,Random+4
308,156,0.329782,94223686,Random+4
973,489,5.00049,-1194544058,Random+4
892,459,4.1072,261352195,Random
151,71,0.044466,39846827,Random
695,344,2.04525,210768532,Random+4
590,274,1.45881,174123411,Random
685,344,2.07331,-16617939,Random+4
416,209,0.528177,123076533,Random+4
364,167,0.310937,-2146269366,Random+4
493,273,0.847841,-2102373859,Random+4
653,350,1.70763,180858566,Random
415,214,0.567161,-1333785464,Random+4
394,204,0.540903,116607967,Random
528,271,0.996103,1402087974,Random+4
42,25,0.003875,-82161998,Random+4
97,54,0.018486,1139402083,Random+4
864,429,3.47736,261111967,Random+4
621,311,1.59292,-2135736997,Random+4
797,386,2.94575,235473377,Random
148,84,0.053055,42678222,Random
637,321,1.55506,197627997,Random+4
443,233,0.649313,135057897,Random
161,87,0.061723,43204739,Random
406,198,0.531599,121339856,Random+4
683,320,2.00298,202673342,Random+4
1000,500,5.21131,1513850751,Random+4
302,155,0.306075,221538277,Random+4
97,47,0.020529,1136289822,Random+4
992,479,5.40564,284057110,Random
531,265,1.23216,156061888,Random
923,468,4.28579,283844434,Random+4
316,155,0.303014,89288934,Random
411,191,0.534689,119603646,Random+4
341,175,0.359423,99794186,Random+4
959,464,4.78329,1687312259,Random+4
726,346,2.39793,206948830,Random
283,153,0.238677,82818867,Random
681,347,1.94195,204234881,Random+4
734,359,2.38297,602834087,Random+4
86,39,0.015355,35389660,Random+4
612,305,1.38699,182982532,Random+4
614,303,1.59833,173318963,Random
149,75,0.04525,41335760,Random
651,350,1.47186,193924020,Random+4
736,352,2.32073,212018884,Random
87,47,0.015603,26513017,Random
442,226,0.736512,127101745,Random
880,447,3.55831,-1930769198,Random+4
774,393,2.45023,232951573,Random+4
233,122,0.110913,70290431,Random+4
769,412,2.58756,219676705,Random
643,309,1.77985,189839477,Random+4
813,409,2.99624,-62347917,Random+4
591,283,1.24534,173182575,Random+4
154,76,0.044003,40645437,Random+4
437,234,0.667356,881691453,Random+4
86,46,0.015547,35574243,Random+4
418,212,0.461486,128765337,Random+4
339,171,0.357105,-357598787,Random+4
250,122,0.137346,69684596,Random+4
754,369,2.1244,225114221,Random
393,190,0.36389,109777654,Random+4
435,221,0.542842,125228630,Random+4
978,493,4.81511,-687930807,Random+4
952,477,4.78379,278490010,Random
127,62,0.027647,35159278,Random
83,44,0.011351,23483201,Random
431,217,0.565336,124680799,Random
968,483,5.0601,293945154,Random+4
421,221,0.640245,119042144,Random+4
712,357,2.04245,-1596551496,Random+4
495,258,0.769635,-1894328123,Random+4
657,331,2.03419,1476714839,Random+4
949,463,4.15657,266702497,Random
886,449,3.65326,268115864,Random+4
601,312,1.22303,175463312,Random
471,227,0.679197,139642031,Random+4
848,412,3.58117,261500052,Random+4
952,456,4.87381,989697762,Random+4
955,469,4.3964,275631621,Random
599,299,1.45818,-47365974,Random+4
596,310,1.41216,173345186,Random
888,443,3.21881,259335027,Random+4
648,322,1.6955,183001645,Random
133,62,0.038144,36578484,Random
117,61,0.028917,34529651,Random
40,19,0.003516,12076342,Random
555,274,1.26384,162343134,Random
846,436,3.33397,-1055504687,Random+4
461,241,0.708023,129043498,Random
283,147,0.235981,78183214,Random
399,195,0.562667,124160433,Random
692,344,1.95969,676871873,Random+4
235,117,0.114776,2094306167,Random+4
996,506,4.91159,296824433,Random+4
704,360,2.03421,200745466,Random
782,403,2.66101,1129751956,Random+4
654,347,1.81589,199458451,Random+4
819,419,3.04438,235268328,Random
129,68,0.036854,39131119,Random
192,101,0.097713,57614143,Random
643,302,1.87901,193209668,Random+4
700,350,2.15247,1480397624,Random+4
597,308,1.48357,-249052069,Random+4
175,84,0.055439,372832347,Random+4
749,356,2.56418,225191081,Random+4
796,389,2.92835,225124276,Random
500,253,0.859264,148489608,Random+4
679,338,1.90242,-625344067,Random+4
497,241,0.827158,145356864,Random+4
372,190,0.440303,110451440,Random+4
174,79,0.069828,51683627,Random+4
188,88,0.070023,60700547,Random+4
278,130,0.19891,81401988,Random+4
408,213,0.679703,126459523,Random+4
831,429,3.33184,1733328252,Random+4
932,470,4.20664,273305764,Random
330,159,0.362143,-1266156838,Random+4
179,88,0.070736,55651496,Random
611,307,1.58007,179191991,Random+4
537,264,1.02204,148409522,Random
633,312,1.45253,-931504899,Random+4
395,193,0.426779,116404301,Random
273,127,0.20935,84849081,Random
105,53,0.023057,31552816,Random
457,239,0.686715,-1404949220,Random+4
872,443,3.5914,259375156,Random+4
710,358,2.40042,-1797978920,Random+4
239,120,0.170755,-1801814267,Random+4
843,398,3.35537,240605146,Random
192,89,0.068323,52351340,Random
542,283,1.12482,-1469038236,Random+4
536,277,1.20899,149220137,Random
316,165,0.322615,1626713007,Random+4
374,197,0.377996,108749019,Random
878,431,3.35552,267656645,Random+4
360,185,0.360642,109986392,Random
380,189,0.409056,124582498,Random+4
832,407,3.56761,238885422,Random
766,378,2.84786,221219287,Random+4
455,247,0.811865,131130946,Random+4
980,487,5.00327,-496849291,Random+4
647,331,1.56102,195036675,Random
448,213,0.675285,134485023,Random+4
611,305,1.6077,178949402,Random+4
645,326,1.74638,185243729,Random
149,75,0.048368,43740297,Random
61,28,0.007345,20620603,Random
433,222,0.619515,124130728,Random
497,250,0.913285,150108729,Random+4
447,218,0.591629,128654585,Random
942,452,4.2207,-18627888,Random+4
673,330,1.87415,196257157,Random
297,148,0.289893,85412417,Random
208,104,0.120061,61127017,Random
824,414,2.95059,251115062,Random+4
869,423,3.29807,1253233771,Random+4
34,14,0.002543,-884762553,Random+4
661,330,1.80996,186847250,Random
702,350,2.12455,211522892,Random+4
229,124,0.138394,73621557,Random+4
501,233,0.83197,-1289058850,Random+4
10,5,0.00026,1004366836,Random+4
445,225,0.664858,128609498,Random
534,277,0.990348,156841732,Random
593,280,1.24942,-654050576,Random+4
662,340,1.96135,1969916401,Random+4
747,370,2.59082,223515154,Random
319,145,0.332977,1926661129,Random+4
469,255,0.809793,-206642907,Random+4
990,485,4.95849,300746645,Random+4
607,310,1.45596,180297194,Random
807,390,3.499,235700040,Random
13,5,0.000442,3629758,Random
862,428,3.68603,261410091,Random+4
960,441,4.9259,1792030505,Random+4
627,303,1.564,179416233,Random+4
532,276,1.17,1819111055,Random+4
122,62,0.031832,-648875561,Random+4
8,5,0.000179,802916307,Random+4
829,433,3.15012,240345322,Random
691,353,2.5024,197004375,Random
939,467,4.59882,281188369,Random+4
940,477,4.95364,-213481085,Random+4
264,132,0.186437,710413531,Random+4
613,302,1.60529,183621188,Random
397,207,0.487413,116915544,Random
255,129,0.185998,70637283,Random
686,342,1.73564,198122147,Random+4
239,134,0.125847,71945156,Random+4
764,386,2.39983,-678150693,Random+4
706,350,2.12865,198843509,Random
730,372,2.56497,199743702,Random+4
901,442,3.92565,278565643,Random+4
67,33,0.009721,22787887,Random+4
799,413,3.1061,228806705,Random
735,361,2.8877,207359472,Random
928,445,4.52681,-1410598428,Random+4
307,160,0.265666,727068093,Random+4
994,505,4.99457,302903172,Random+4
520,249,1.03933,152030766,Random+4
407,198,0.535877,123331984,Random+4
456,246,0.74644,136840350,Random+4
977,483,5.14431,288163125,Random
557,281,1.1845,169535478,Random+4
957,465,4.96183,1496105354,Random+4
144,81,0.044457,1556701900,Random+4
620,315,1.4849,183142497,Random
694,330,1.8933,214779911,Random+4
786,385,2.8881,1508986202,Random+4
533,256,1.08869,160473476,Random+4
732,371,2.44015,215820807,Random
419,207,0.544475,122955179,Random+4
458,231,0.653482,139511919,Random+4
839,413,3.11531,-1748057306,Random+4
816,394,3.37714,248222195,Random+4
619,307,1.75588,1956006555,Random+4
933,449,4.23637,266162462,Random
245,125,0.155737,67609173,Random
404,199,0.571449,116758363,Random
625,335,1.48365,182781204,Random+4
42,20,0.003825,11766711,Random+4
646,338,1.65149,364393441,Random+4
589,301,1.28824,172546334,Random
312,155,0.276832,96531108,Random
629,304,1.44525,189662285,Random+4
28,16,0.001781,9397852,Random+4
723,369,2.55533,218966967,Random+4
71,40,0.008491,19382935,Random+4
67,34,0.007128,20763562,Random+4
812,414,3.21481,242557984,Random
450,225,0.666154,125427601,Random+4
388,185,0.372935,113372385,Random
966,483,4.56186,-1900116848,Random+4
447,215,0.498403,131791316,Random
690,338,1.78262,481268530,Random+4
810,398,2.6697,250933520,Random+4
201,102,0.064642,61457396,Random+4
255,135,0.13012,72724257,Random+4
81,40,0.010235,24192863,Random+4
198,93,0.077028,59229663,Random+4
854,400,2.90849,241050462,Random
63,34,0.008089,18900999,Random
457,257,0.686571,133833208,Random
700,342,2.19127,214715588,Random+4
44,20,0.004568,12759544,Random+4
556,287,1.31061,165244949,Random
405,207,0.515824,117185725,Random+4
8,4,0.000227,2526316,Random+4
940,466,3.79996,-207325005,Random+4
167,94,0.058999,51203054,Random+4
353,166,0.264483,1042595971,Random+4
593,292,1.22237,182375118,Random+4
499,250,0.776263,138455639,Random+4
185,95,0.090081,52825270,Random+4
409,196,0.59179,120724954,Random+4
899,448,3.51469,264900472,Random
857,415,3.17033,55911153,Random+4
605,286,1.19648,169089712,Random
740,370,2.14466,221721266,Random+4
199,95,0.079228,59670537,Random+4
471,246,0.576712,146142451,Random
147,76,0.037755,43743454,Random
580,290,1.16213,175058204,Random+4
438,218,0.585175,128515993,Random+4
667,326,1.90832,189550984,Random
274,142,0.208773,79719959,Random
985,486,4.19074,1464386,Random+4
969,483,4.64522,294623464,Random+4
907,473,3.92068,771990922,Random+4
288,151,0.178769,90386630,Random+4
985,477,5.22664,293481596,Random
555,292,1.14938,156578744,Random+4
672,336,1.55325,-1323626818,Random+4
419,209,0.410881,121114128,Random+4
33,15,0.002279,10310168,Random+4
565,278,0.933019,167106455,Random
486,250,0.710438,148071280,Random+4
401,212,0.353408,116094629,Random
395,190,0.405718,114773746,Random+4
512,244,0.890564,150981106,Random+4
625,305,1.52951,184844595,Random
408,200,0.423384,111813564,Random
900,471,3.20286,73202421,Random+4
261,135,0.153365,404843479,Random+4
635,329,1.36761,185019655,Random+4
340,181,0.254823,-267695598,Random+4
34,19,0.001861,-885745644,Random+4
335,160,0.259383,-761033466,Random+4
668,325,1.63242,-1726662826,Random+4
724,367,2.17482,210025070,Random+4
61,27,0.007842,16069544,Random+4
256,134,0.130001,-89572806,Random+4
415,217,0.540924,128727509,Random+4
944,487,3.97792,268700626,Random
705,349,1.67961,1987407912,Random+4
574,279,1.17857,175805202,Random+4
228,111,0.117313,1393041926,Random+4
523,258,0.78178,919475226,Random+4
149,72,0.049337,2059204590,Random+4
551,267,1.07914,163752813,Random+4
49,21,0.005104,13992542,Random+4
431,218,0.457232,280490419,Random+4
373,198,0.413193,108346428,Random+4
6,2,0.00014,2485680,Random+4
302,158,0.277366,86169712,Random+4
493,230,0.659741,-2097582187,Random+4
877,440,2.91933,255474984,Random
341,170,0.256099,-153987168,Random+4
360,194,0.279591,1750089591,Random+4
159,80,0.051139,-1232895866,Random+4
74,42,0.00961,-1168540868,Random+4
617,302,1.64771,1746066044,Random+4
239,109,0.167551,-1796614345,Random+4
830,434,2.87734,249846894,Random+4
285,148,0.247238,-1484043574,Random+4
238,131,0.114686,71662317,Random+4
953,482,4.16624,285996246,Random
749,378,2.34854,221621657,Random+4
427,232,0.623727,133136839,Random+4
833,436,3.16551,1934121761,Random+4
